Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
01/03/2014,7:55,BUFFALO,3F,-2F,78%,N,8mph,0mph,29.37in,0.0in,Cloudy
01/03/2014,13:47,BUFFALO,1F,-5F,75%,NW,12mph,0mph,29.51in,0.0in,Mostly
01/03/2014,14:20,BUFFALO,1F,-5F,75%,NNW,9mph,0mph,29.54in,0.0in,Mostly
01/03/2014,8:15,BUFFALO,3F,-2F,78%,N,10mph,0mph,29.37in,0.0in,Cloudy
01/03/2014,9:30,BUFFALO,3F,-1F,84%,NW,8mph,0mph,29.44in,0.0in,Cloudy
01/03/2014,13:40,BUFFALO,1F,-5F,75%,NW,12mph,0mph,29.51in,0.0in,Mostly
01/03/2014,16:40,BUFFALO,1F,-6F,72%,WNW,9mph,0mph,29.53in,0.0in,Partly
01/03/2014,10:05,BUFFALO,2F,-3F,80%,NNW,9mph,0mph,29.47in,0.0in,Cloudy
01/03/2014,16:26,BUFFALO,1F,-6F,72%,WNW,9mph,0mph,29.53in,0.0in,Partly
01/03/2014,5:00,BUFFALO,4F,-1F,80%,N,13mph,0mph,29.39in,0.0in,Cloudy
01/03/2014,10:30,BUFFALO,2F,-3F,80%,NNW,9mph,0mph,29.47in,0.0in,Cloudy
01/03/2014,19:59,BUFFALO,4F,-6F,64%,WNW,8mph,0mph,29.62in,0.0in,Mostly
01/03/2014,22:45,BUFFALO,5F,-4F,66%,WSW,12mph,0mph,29.63in,0.0in,Partly
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
01/03/2014,9:01,BUFFALO,3F,-1F,84%,NW,8mph,0mph,29.44in,0.0in,Cloudy
01/03/2014,15:46,BUFFALO,1F,-6F,72%,NW,9mph,0mph,29.57in,0.0in,Mostly
01/03/2014,13:04,BUFFALO,1F,-5F,75%,NW,12mph,0mph,29.51in,0.0in,Mostly
01/03/2014,10:03,BUFFALO,2F,-3F,80%,NNW,9mph,0mph,29.47in,0.0in,Cloudy
01/03/2014,10:05,BUFFALO,2F,-3F,80%,NNW,9mph,0mph,29.47in,0.0in,Cloudy
01/03/2014,10:05,BUFFALO,2F,-3F,80%,NNW,9mph,0mph,29.47in,0.0in,Cloudy
01/03/2014,0:00,BUFFALO,4F,-3F,73%,SSE,8mph,0mph,29.59in,0.0in,Fair
01/03/2014,12:33,BUFFALO,1F,-4F,78%,NNW,9mph,0mph,29.45in,0.0in,Mostly
01/03/2014,16:05,BUFFALO,1F,-6F,72%,WNW,9mph,0mph,29.53in,0.0in,Partly
01/03/2014,13:57,BUFFALO,1F,-5F,75%,NW,12mph,0mph,29.51in,0.0in,Mostly
01/03/2014,0:00,BUFFALO,4F,-3F,73%,SSE,8mph,0mph,29.59in,0.0in,Fair
01/02/2014,11:26,BUFFALO,11F,6F,81%,NE,13mph,0mph,29.46in,0.0in,Cloudy
01/02/2014,0:00,BUFFALO,5F,-1F,76%,NNE,14mph,21mph,29.32in,0.0in,Cloudy
01/02/2014,9:03,BUFFALO,11F,7F,84%,NE,16mph,21mph,29.47in,0.0in,Cloudy
01/02/2014,11:20,BUFFALO,11F,6F,81%,NE,13mph,0mph,29.46in,0.0in,Cloudy
01/02/2014,21:02,BUFFALO,10F,5F,79%,NE,20mph,24mph,29.35in,0.0in,Cloudy
01/02/2014,9:00,BUFFALO,11F,7F,84%,NE,16mph,21mph,29.47in,0.0in,Cloudy
01/02/2014,17:50,BUFFALO,10F,5F,79%,NE,15mph,23mph,29.37in,0.0in,Cloudy
01/02/2014,10:00,BUFFALO,10F,7F,85%,NE,14mph,23mph,29.41in,0.0in,Cloudy
01/02/2014,9:03,BUFFALO,11F,7F,84%,NE,16mph,21mph,29.47in,0.0in,Cloudy
01/02/2014,12:50,BUFFALO,10F,6F,84%,NE,15mph,0mph,29.44in,0.0in,Cloudy
01/02/2014,22:57,BUFFALO,10F,5F,79%,NE,20mph,26mph,29.34in,0.0in,Cloudy
01/02/2014,17:07,BUFFALO,10F,5F,79%,NE,15mph,23mph,29.37in,0.0in,Cloudy
01/02/2014,11:00,BUFFALO,11F,6F,81%,NE,13mph,0mph,29.46in,0.0in,Cloudy
01/02/2014,14:00,BUFFALO,10F,5F,79%,NE,16mph,0mph,29.39in,0.0in,Cloudy
01/02/2014,22:02,BUFFALO,10F,5F,79%,NE,20mph,26mph,29.34in,0.0in,Cloudy
01/02/2014,18:29,BUFFALO,10F,6F,84%,NE,16mph,0mph,29.41in,0.0in,Cloudy
01/02/2014,0:00,BUFFALO,5F,-1F,76%,NNE,14mph,21mph,29.32in,0.0in,Cloudy
01/02/2014,0:00,BUFFALO,5F,-1F,76%,NNE,14mph,21mph,29.32in,0.0in,Cloudy
01/02/2014,13:48,BUFFALO,10F,5F,79%,NE,15mph,0mph,29.39in,0.0in,Cloudy
01/02/2014,12:55,BUFFALO,10F,6F,84%,NE,15mph,0mph,29.44in,0.0in,Cloudy
01/02/2014,10:29,BUFFALO,10F,7F,85%,NE,14mph,23mph,29.41in,0.0in,Cloudy
01/02/2014,13:20,BUFFALO,10F,5F,79%,NE,15mph,0mph,29.39in,0.0in,Cloudy
01/02/2014,13:00,BUFFALO,10F,5F,79%,NE,15mph,0mph,29.39in,0.0in,Cloudy
01/02/2014,19:05,BUFFALO,10F,7F,85%,NE,15mph,24mph,29.35in,0.0in,Cloudy
01/02/2014,13:09,BUFFALO,10F,5F,79%,NE,15mph,0mph,29.39in,0.0in,Cloudy
01/02/2014,8:51,BUFFALO,10F,7F,85%,NE,10mph,0mph,29.43in,0.0in,Cloudy
01/02/2014,12:00,BUFFALO,10F,6F,84%,NE,15mph,0mph,29.44in,0.0in,Cloudy
01/02/2014,2:34,BUFFALO,14F,9F,79%,NE,14mph,0mph,29.48in,0.0in,Cloudy
01/02/2014,18:14,BUFFALO,10F,6F,84%,NE,16mph,0mph,29.41in,0.0in,Cloudy
01/02/2014,23:27,BUFFALO,10F,5F,79%,NE,16mph,25mph,29.33in,0.0in,Cloudy
01/02/2014,0:05,BUFFALO,5F,-1F,76%,NNE,14mph,21mph,29.32in,0.0in,Cloudy
01/01/2014,22:00,BUFFALO,15F,10F,80%,NE,12mph,0mph,29.59in,0.0in,Cloudy
01/01/2014,14:00,BUFFALO,18F,4F,54%,CALM,0mph,0mph,29.63in,0.0in,Mostly
01/01/2014,12:00,BUFFALO,12F,3F,67%,S,5mph,0mph,29.62in,0.0in,Mostly
01/01/2014,13:00,BUFFALO,16F,3F,57%,CALM,0mph,0mph,29.65in,0.0in,Mostly
01/01/2014,0:00,BUFFALO,14F,10F,86%,NE,10mph,0mph,29.51in,0.0in,Cloudy
01/01/2014,15:30,BUFFALO,18F,4F,54%,CALM,0mph,0mph,29.62in,0.0in,Cloudy
01/01/2014,6:01,BUFFALO,16F,8F,71%,WNW,10mph,0mph,29.55in,0.0in,Mostly
01/01/2014,17:20,BUFFALO,18F,4F,54%,CALM,0mph,0mph,29.59in,0.0in,Mostly
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
01/01/2014,3:52,BUFFALO,17F,7F,65%,WNW,16mph,26mph,29.52in,0.0in,Mostly
01/01/2014,18:45,BUFFALO,20F,6F,55%,CALM,0mph,0mph,29.59in,0.0in,Cloudy
01/01/2014,8:20,BUFFALO,15F,4F,61%,W,12mph,21mph,29.56in,0.0in,Mostly
01/01/2014,1:28,BUFFALO,18F,6F,60%,W,12mph,0mph,29.48in,0.0in,Cloudy
01/01/2014,21:47,BUFFALO,16F,11F,81%,NNE,8mph,0mph,29.59in,0.0in,Cloudy
01/01/2014,16:45,BUFFALO,18F,4F,54%,CALM,0mph,0mph,29.61in,0.0in,Cloudy
01/01/2014,15:30,BUFFALO,18F,4F,54%,CALM,0mph,0mph,29.62in,0.0in,Cloudy
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
12/31/2016,4:25,RICHMOND,33F,17F,52%,WSW,20mph,0mph,30.09in,0.0in,Fair
12/31/2016,19:55,RICHMOND,45F,28F,52%,SSW,31mph,37mph,29.96in,0.0in,Cloudy
12/31/2016,19:50,RICHMOND,45F,28F,52%,SSW,31mph,37mph,29.96in,0.0in,Cloudy
12/31/2016,14:15,RICHMOND,44F,21F,40%,S,23mph,0mph,30.05in,0.0in,Cloudy
12/31/2016,4:00,RICHMOND,33F,17F,52%,WSW,20mph,0mph,30.09in,0.0in,Fair
12/31/2016,13:30,RICHMOND,42F,20F,41%,SSW,21mph,0mph,30.08in,0.0in,Cloudy
12/31/2016,7:35,RICHMOND,33F,15F,48%,W,13mph,0mph,30.15in,0.0in,Partly
12/31/2016,21:05,RICHMOND,44F,22F,42%,SSW,14mph,0mph,29.94in,0.0in,Cloudy
12/30/2016,14:00,RICHMOND,42F,16F,35%,WNW,22mph,33mph,29.69in,0.0in,Cloudy
12/30/2016,16:00,RICHMOND,41F,16F,36%,W,18mph,31mph,29.73in,0.0in,Partly
12/30/2016,0:00,RICHMOND,36F,16F,44%,W,20mph,26mph,29.97in,0.0in,Fair
12/30/2016,10:28,RICHMOND,40F,24F,53%,W,17mph,0mph,29.65in,0.0in,Fair
12/30/2016,7:15,RICHMOND,36F,25F,64%,W,16mph,0mph,29.60in,0.0in,Fair
12/30/2016,14:54,RICHMOND,42F,16F,35%,WNW,22mph,33mph,29.69in,0.0in,Cloudy
12/30/2016,3:15,RICHMOND,37F,25F,62%,W,15mph,0mph,29.57in,0.0in,Fair
12/30/2016,9:45,RICHMOND,38F,24F,57%,W,18mph,0mph,29.63in,0.0in,Fair
12/30/2016,17:30,RICHMOND,40F,17F,40%,W,18mph,0mph,29.77in,0.0in,Partly
12/30/2016,13:00,RICHMOND,42F,19F,40%,W,22mph,0mph,29.67in,0.0in,Mostly
12/30/2016,18:38,RICHMOND,36F,27F,70%,NW,20mph,30mph,29.81in,0.0in,Light
12/30/2016,8:00,RICHMOND,36F,25F,64%,W,14mph,0mph,29.62in,0.0in,Fair
12/29/2016,17:00,RICHMOND,47F,43F,86%,ESE,7mph,0mph,29.57in,0.1in,Light
12/29/2016,17:00,RICHMOND,47F,43F,86%,ESE,7mph,0mph,29.57in,0.1in,Light
12/29/2016,23:35,RICHMOND,46F,38F,73%,NW,16mph,0mph,29.52in,0.0in,Cloudy
12/29/2016,14:28,RICHMOND,46F,42F,86%,SE,8mph,0mph,29.67in,0.1in,Light
12/29/2016,18:07,RICHMOND,47F,43F,86%,ESE,7mph,0mph,29.56in,0.0in,Light
12/29/2016,17:13,RICHMOND,47F,43F,86%,ESE,7mph,0mph,29.57in,0.1in,Light
12/29/2016,6:55,RICHMOND,34F,24F,67%,ENE,7mph,0mph,29.98in,0.0in,Cloudy
12/29/2016,11:00,RICHMOND,45F,37F,74%,S,18mph,0mph,29.85in,0.1in,Rain
12/29/2016,20:26,RICHMOND,47F,43F,86%,E,3mph,0mph,29.54in,0.1in,Light
12/29/2016,12:50,RICHMOND,46F,39F,76%,SSE,17mph,0mph,29.77in,0.0in,Light
12/28/2016,14:40,RICHMOND,42F,20F,41%,WNW,17mph,0mph,30.11in,0.0in,Cloudy
12/28/2016,17:30,RICHMOND,39F,17F,41%,NW,15mph,0mph,30.14in,0.0in,Mostly
12/28/2016,12:15,RICHMOND,42F,22F,45%,NW,18mph,0mph,30.11in,0.0in,Cloudy
12/28/2016,17:15,RICHMOND,39F,17F,41%,NW,15mph,0mph,30.14in,0.0in,Mostly
12/28/2016,11:40,RICHMOND,42F,21F,43%,NW,10mph,0mph,30.13in,0.0in,Cloudy
12/28/2016,11:30,RICHMOND,42F,21F,43%,NW,10mph,0mph,30.13in,0.0in,Cloudy
12/28/2016,12:30,RICHMOND,42F,22F,45%,NW,18mph,0mph,30.11in,0.0in,Cloudy
12/28/2016,20:00,RICHMOND,37F,17F,44%,N,9mph,0mph,30.17in,0.0in,Partly
12/28/2016,9:02,RICHMOND,42F,22F,45%,WNW,14mph,0mph,30.10in,0.0in,Mostly
12/28/2016,13:50,RICHMOND,41F,22F,47%,NW,16mph,24mph,30.11in,0.0in,Cloudy
12/28/2016,0:22,RICHMOND,33F,19F,56%,CALM,0mph,0mph,30.16in,0.0in,Partly
12/27/2016,13:20,RICHMOND,56F,49F,77%,WSW,12mph,0mph,29.83in,0.0in,Cloudy
12/27/2016,12:15,RICHMOND,56F,50F,80%,WSW,14mph,0mph,29.83in,0.0in,Cloudy
12/27/2016,13:15,RICHMOND,56F,49F,77%,WSW,12mph,0mph,29.83in,0.0in,Cloudy
12/27/2016,18:30,RICHMOND,62F,41F,46%,W,20mph,25mph,29.77in,0.0in,Cloudy
12/27/2016,13:30,RICHMOND,56F,49F,77%,WSW,12mph,0mph,29.83in,0.0in,Cloudy
12/27/2016,19:00,RICHMOND,62F,37F,39%,W,17mph,24mph,29.76in,0.0in,Partly
12/27/2016,12:30,RICHMOND,56F,50F,80%,WSW,14mph,0mph,29.83in,0.0in,Cloudy
12/27/2016,13:15,RICHMOND,56F,49F,77%,WSW,12mph,0mph,29.83in,0.0in,Cloudy
12/27/2016,21:05,RICHMOND,58F,30F,35%,NW,10mph,0mph,29.80in,0.0in,Partly
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
12/27/2016,14:40,RICHMOND,56F,49F,77%,WSW,15mph,0mph,29.84in,0.0in,Cloudy
12/27/2016,17:10,RICHMOND,60F,44F,55%,W,21mph,0mph,29.78in,0.0in,Mostly
12/27/2016,18:30,RICHMOND,62F,41F,46%,W,20mph,25mph,29.77in,0.0in,Cloudy
12/27/2016,15:30,RICHMOND,57F,50F,77%,WSW,16mph,0mph,29.81in,0.0in,Cloudy
12/27/2016,18:00,RICHMOND,62F,41F,46%,W,20mph,25mph,29.77in,0.0in,Cloudy
12/27/2016,0:00,RICHMOND,43F,26F,51%,NNW,12mph,0mph,29.94in,0.0in,Fair
12/27/2016,14:17,RICHMOND,56F,49F,77%,WSW,15mph,0mph,29.84in,0.0in,Cloudy
12/27/2016,11:00,RICHMOND,55F,49F,80%,SW,16mph,0mph,29.84in,0.0in,Cloudy
12/27/2016,12:30,RICHMOND,56F,50F,80%,WSW,14mph,0mph,29.83in,0.0in,Cloudy
12/27/2016,13:30,RICHMOND,56F,49F,77%,WSW,12mph,0mph,29.83in,0.0in,Cloudy
12/26/2016,11:24,RICHMOND,41F,27F,57%,E,12mph,0mph,30.67in,0.0in,Cloudy
12/26/2016,18:55,RICHMOND,49F,43F,80%,SSE,16mph,23mph,30.42in,0.0in,Cloudy
12/26/2016,20:30,RICHMOND,48F,44F,86%,S,13mph,0mph,30.40in,0.0in,Cloudy
12/26/2016,18:50,RICHMOND,49F,43F,80%,SSE,16mph,23mph,30.42in,0.0in,Cloudy
12/25/2016,17:05,RICHMOND,47F,25F,42%,NE,9mph,0mph,30.53in,0.0in,Fair
12/25/2016,13:50,RICHMOND,51F,28F,41%,N,9mph,0mph,30.46in,0.0in,Fair
12/25/2016,0:01,RICHMOND,37F,19F,48%,NE,10mph,0mph,30.69in,0.0in,Fair
12/25/2016,20:10,RICHMOND,42F,24F,49%,NE,10mph,0mph,30.63in,0.0in,Fair
12/25/2016,2:25,RICHMOND,42F,30F,62%,NW,12mph,0mph,30.31in,0.0in,Mostly
12/25/2016,8:30,RICHMOND,42F,29F,60%,WNW,12mph,0mph,30.41in,0.0in,Fair
12/25/2016,5:11,RICHMOND,40F,29F,65%,NW,12mph,0mph,30.33in,0.0in,Fair
12/24/2016,4:50,RICHMOND,42F,27F,55%,S,9mph,0mph,30.30in,0.0in,Cloudy
12/24/2016,15:30,RICHMOND,42F,38F,85%,WSW,13mph,0mph,30.09in,0.0in,Light
12/24/2016,15:30,RICHMOND,42F,38F,85%,WSW,13mph,0mph,30.09in,0.0in,Light
12/24/2016,14:00,RICHMOND,42F,38F,85%,WSW,8mph,0mph,30.09in,0.0in,Light
12/24/2016,13:00,RICHMOND,41F,38F,89%,WSW,9mph,0mph,30.09in,0.1in,Light
12/24/2016,17:12,RICHMOND,44F,39F,82%,W,14mph,0mph,30.08in,0.0in,Cloudy
12/24/2016,12:20,RICHMOND,41F,37F,86%,W,10mph,0mph,30.13in,0.1in,Rain
12/24/2016,10:35,RICHMOND,40F,35F,83%,WSW,8mph,0mph,30.19in,0.1in,Rain
12/23/2016,21:04,RICHMOND,43F,24F,47%,SW,14mph,0mph,30.42in,0.0in,Cloudy
12/23/2016,18:40,RICHMOND,43F,27F,53%,SW,14mph,0mph,30.43in,0.0in,Cloudy
12/23/2016,10:00,RICHMOND,43F,22F,43%,W,12mph,0mph,30.45in,0.0in,Mostly
12/23/2016,13:05,RICHMOND,46F,21F,37%,W,12mph,0mph,30.40in,0.0in,Mostly
12/23/2016,22:30,RICHMOND,42F,25F,51%,SSW,6mph,0mph,30.40in,0.0in,Cloudy
12/23/2016,15:30,RICHMOND,45F,24F,44%,WSW,14mph,0mph,30.40in,0.0in,Mostly
12/23/2016,8:50,RICHMOND,39F,23F,53%,W,8mph,0mph,30.41in,0.0in,Fair
12/23/2016,16:15,RICHMOND,46F,23F,40%,WSW,9mph,0mph,30.40in,0.0in,Mostly
12/22/2016,17:00,RICHMOND,47F,19F,33%,NNW,22mph,30mph,30.00in,0.0in,Mostly
12/22/2016,9:36,RICHMOND,47F,28F,48%,S,17mph,0mph,30.00in,0.0in,Cloudy
12/22/2016,12:48,RICHMOND,45F,25F,46%,WSW,10mph,0mph,29.94in,0.0in,Cloudy
12/22/2016,14:20,RICHMOND,48F,21F,34%,W,10mph,0mph,29.90in,0.0in,Partly
12/22/2016,7:05,RICHMOND,41F,27F,57%,SW,7mph,0mph,30.06in,0.0in,Cloudy
12/22/2016,18:00,RICHMOND,45F,21F,39%,NW,20mph,32mph,30.05in,0.0in,Mostly
12/22/2016,16:30,RICHMOND,49F,19F,31%,NNW,17mph,24mph,29.96in,0.0in,Partly
12/22/2016,7:50,RICHMOND,41F,27F,57%,SW,7mph,0mph,30.06in,0.0in,Cloudy
12/22/2016,15:10,RICHMOND,50F,20F,31%,NW,14mph,0mph,29.92in,0.0in,Fair
12/22/2016,13:30,RICHMOND,46F,22F,39%,W,13mph,0mph,29.91in,0.0in,Mostly
12/22/2016,16:00,RICHMOND,49F,19F,31%,NNW,17mph,24mph,29.96in,0.0in,Partly
12/22/2016,22:00,RICHMOND,42F,23F,47%,NW,14mph,0mph,30.14in,0.0in,Partly
12/22/2016,16:30,RICHMOND,49F,19F,31%,NNW,17mph,24mph,29.96in,0.0in,Partly
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
12/21/2016,0:00,RICHMOND,41F,19F,41%,W,7mph,0mph,30.19in,0.0in,Mostly
12/21/2016,8:30,RICHMOND,32F,18F,56%,W,9mph,0mph,30.16in,0.0in,Mostly
12/21/2016,18:30,RICHMOND,39F,22F,50%,WSW,8mph,0mph,30.21in,0.0in,Cloudy
12/21/2016,18:07,RICHMOND,39F,22F,50%,WSW,8mph,0mph,30.21in,0.0in,Cloudy
12/21/2016,7:09,RICHMOND,31F,17F,57%,W,6mph,0mph,30.15in,0.0in,Mostly
12/21/2016,20:00,RICHMOND,39F,24F,55%,SW,12mph,0mph,30.22in,0.0in,Cloudy
12/21/2016,11:15,RICHMOND,38F,18F,44%,W,8mph,0mph,30.19in,0.0in,Mostly
12/21/2016,18:00,RICHMOND,39F,22F,50%,WSW,8mph,0mph,30.21in,0.0in,Cloudy
12/21/2016,7:30,RICHMOND,31F,17F,57%,W,6mph,0mph,30.15in,0.0in,Mostly
12/21/2016,11:30,RICHMOND,38F,18F,44%,W,8mph,0mph,30.19in,0.0in,Mostly
12/21/2016,17:30,RICHMOND,39F,22F,50%,SW,10mph,0mph,30.20in,0.0in,Cloudy
12/21/2016,18:00,RICHMOND,39F,22F,50%,WSW,8mph,0mph,30.21in,0.0in,Cloudy
12/21/2016,16:45,RICHMOND,40F,21F,47%,SW,10mph,0mph,30.19in,0.0in,Cloudy
12/21/2016,18:00,RICHMOND,39F,22F,50%,WSW,8mph,0mph,30.21in,0.0in,Cloudy
12/21/2016,17:45,RICHMOND,39F,22F,50%,SW,10mph,0mph,30.20in,0.0in,Cloudy
12/21/2016,0:07,RICHMOND,41F,19F,41%,W,7mph,0mph,30.19in,0.0in,Mostly
12/21/2016,5:45,RICHMOND,32F,16F,52%,W,10mph,0mph,30.13in,0.0in,Cloudy
12/21/2016,19:30,RICHMOND,39F,23F,53%,SW,12mph,0mph,30.22in,0.0in,Cloudy
12/21/2016,17:00,RICHMOND,39F,22F,50%,SW,10mph,0mph,30.20in,0.0in,Cloudy
12/20/2016,20:50,RICHMOND,33F,16F,50%,WSW,10mph,0mph,30.27in,0.0in,Mostly
12/20/2016,15:50,RICHMOND,32F,10F,40%,S,6mph,0mph,30.40in,0.0in,Partly
12/20/2016,10:55,RICHMOND,28F,6F,39%,N,6mph,0mph,30.58in,0.0in,Fair
12/20/2016,10:35,RICHMOND,28F,6F,39%,N,6mph,0mph,30.58in,0.0in,Fair
12/20/2016,17:35,RICHMOND,29F,12F,49%,SSW,6mph,0mph,30.34in,0.0in,Partly
12/20/2016,12:10,RICHMOND,32F,5F,32%,VAR,5mph,0mph,30.51in,0.0in,Fair
12/20/2016,19:02,RICHMOND,30F,16F,56%,WSW,8mph,0mph,30.29in,0.0in,Partly
12/20/2016,0:00,RICHMOND,33F,17F,52%,WSW,10mph,0mph,30.21in,0.0in,Cloudy
12/20/2016,17:35,RICHMOND,29F,12F,49%,SSW,6mph,0mph,30.34in,0.0in,Partly
12/20/2016,17:35,RICHMOND,29F,12F,49%,SSW,6mph,0mph,30.34in,0.0in,Partly
12/20/2016,16:00,RICHMOND,32F,8F,37%,SW,6mph,0mph,30.36in,0.0in,Partly
12/20/2016,19:32,RICHMOND,30F,16F,56%,WSW,8mph,0mph,30.29in,0.0in,Partly
12/20/2016,8:10,RICHMOND,23F,8F,53%,N,7mph,0mph,30.60in,0.0in,Fair
12/20/2016,17:30,RICHMOND,29F,12F,49%,SSW,6mph,0mph,30.34in,0.0in,Partly
12/20/2016,20:15,RICHMOND,33F,16F,50%,WSW,10mph,0mph,30.27in,0.0in,Mostly
12/20/2016,3:25,RICHMOND,23F,6F,48%,N,5mph,0mph,30.65in,0.0in,Fair
12/19/2016,0:00,RICHMOND,26F,6F,43%,N,12mph,0mph,30.68in,0.0in,Mostly
12/19/2016,17:45,RICHMOND,28F,2F,33%,N,9mph,0mph,30.69in,0.0in,Mostly
12/19/2016,13:55,RICHMOND,31F,1F,28%,N,14mph,0mph,30.69in,0.0in,Mostly
12/19/2016,17:00,RICHMOND,28F,2F,33%,N,9mph,0mph,30.69in,0.0in,Mostly
12/19/2016,13:30,RICHMOND,31F,1F,28%,N,14mph,0mph,30.69in,0.0in,Mostly
12/19/2016,8:00,RICHMOND,26F,8F,47%,N,20mph,0mph,30.70in,0.0in,Mostly
12/19/2016,8:00,RICHMOND,26F,8F,47%,N,20mph,0mph,30.70in,0.0in,Mostly
12/19/2016,19:00,RICHMOND,28F,3F,34%,N,8mph,0mph,30.71in,0.0in,Mostly
12/19/2016,17:40,RICHMOND,28F,2F,33%,N,9mph,0mph,30.69in,0.0in,Mostly
12/19/2016,1:00,RICHMOND,33F,11F,40%,NNW,17mph,0mph,30.49in,0.0in,Mostly
12/19/2016,12:45,RICHMOND,30F,2F,30%,NNE,12mph,0mph,30.70in,0.0in,Mostly
12/19/2016,15:50,RICHMOND,30F,0F,28%,N,9mph,0mph,30.69in,0.0in,Mostly
12/19/2016,17:34,RICHMOND,28F,2F,33%,N,9mph,0mph,30.69in,0.0in,Mostly
12/19/2016,0:00,RICHMOND,26F,6F,43%,N,12mph,0mph,30.68in,0.0in,Mostly
12/18/2016,0:00,RICHMOND,35F,13F,40%,NNW,18mph,0mph,30.42in,0.0in,Mostly
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
12/18/2016,16:00,RICHMOND,56F,52F,87%,SSW,17mph,0mph,29.79in,0.0in,Mostly
12/18/2016,7:47,RICHMOND,47F,44F,90%,S,13mph,0mph,29.82in,0.0in,Fog
12/18/2016,15:10,RICHMOND,55F,51F,86%,SW,16mph,0mph,29.80in,0.0in,Cloudy
12/18/2016,0:00,RICHMOND,35F,13F,40%,NNW,18mph,0mph,30.42in,0.0in,Mostly
12/18/2016,15:20,RICHMOND,55F,51F,86%,SW,16mph,0mph,29.80in,0.0in,Cloudy
12/18/2016,0:00,RICHMOND,35F,13F,40%,NNW,18mph,0mph,30.42in,0.0in,Mostly
12/18/2016,16:20,RICHMOND,56F,52F,87%,SSW,17mph,0mph,29.79in,0.0in,Mostly
12/18/2016,17:40,RICHMOND,58F,52F,81%,SW,14mph,0mph,29.79in,0.0in,Cloudy
12/18/2016,0:00,RICHMOND,35F,13F,40%,NNW,18mph,0mph,30.42in,0.0in,Mostly
12/17/2016,23:22,RICHMOND,35F,30F,82%,NNW,7mph,0mph,29.93in,0.0in,Cloudy
12/17/2016,3:50,RICHMOND,30F,15F,54%,WSW,8mph,0mph,30.33in,0.0in,Light
12/17/2016,21:25,RICHMOND,34F,30F,85%,N,6mph,0mph,29.95in,0.0in,Light
12/17/2016,10:25,RICHMOND,28F,25F,86%,E,5mph,0mph,30.08in,0.1in,Light
12/17/2016,17:45,RICHMOND,33F,29F,85%,N,9mph,0mph,30.01in,0.1in,Wintry
12/17/2016,18:30,RICHMOND,33F,29F,85%,N,8mph,0mph,30.00in,0.0in,Wintry
12/17/2016,4:15,RICHMOND,30F,16F,56%,WSW,10mph,0mph,30.33in,0.0in,Light
12/17/2016,7:00,RICHMOND,27F,23F,85%,ENE,8mph,0mph,30.17in,0.0in,Light
12/17/2016,14:46,RICHMOND,31F,27F,85%,ENE,9mph,0mph,30.03in,0.1in,Wintry
12/17/2016,23:15,RICHMOND,35F,30F,82%,NNW,7mph,0mph,29.93in,0.0in,Cloudy
12/17/2016,23:45,RICHMOND,35F,30F,82%,NNW,7mph,0mph,29.93in,0.0in,Cloudy
12/17/2016,12:00,RICHMOND,31F,27F,85%,E,7mph,0mph,30.03in,0.1in,Wintry
12/16/2016,13:40,RICHMOND,27F,4F,37%,VAR,6mph,0mph,30.42in,0.0in,Mostly
12/16/2016,8:30,RICHMOND,19F,2F,47%,W,16mph,0mph,30.41in,0.0in,Fair
12/16/2016,8:50,RICHMOND,19F,2F,47%,W,16mph,0mph,30.41in,0.0in,Fair
12/16/2016,3:15,RICHMOND,20F,0F,42%,W,16mph,24mph,30.27in,0.0in,Fair
12/16/2016,9:30,RICHMOND,21F,2F,44%,W,14mph,22mph,30.44in,0.0in,Partly
12/16/2016,9:54,RICHMOND,21F,2F,44%,W,14mph,22mph,30.44in,0.0in,Partly
12/16/2016,8:15,RICHMOND,19F,2F,47%,W,16mph,0mph,30.41in,0.0in,Fair
12/16/2016,14:00,RICHMOND,28F,4F,36%,WSW,10mph,0mph,30.42in,0.0in,Mostly
12/16/2016,19:15,RICHMOND,27F,5F,39%,SW,13mph,0mph,30.44in,0.0in,Cloudy
12/16/2016,12:15,RICHMOND,26F,3F,37%,W,12mph,0mph,30.44in,0.0in,Mostly
12/16/2016,21:53,RICHMOND,28F,5F,38%,SW,12mph,0mph,30.42in,0.0in,Cloudy
12/16/2016,1:00,RICHMOND,20F,-1F,40%,W,20mph,30mph,30.20in,0.0in,Fair
12/16/2016,9:54,RICHMOND,21F,2F,44%,W,14mph,22mph,30.44in,0.0in,Partly
