Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
10/07/2016,9:40,BRONX,63F,57F,81%,NE,8mph,0mph,30.29in,0.0in,Haze
10/07/2016,15:05,BRONX,73F,55F,53%,NE,10mph,0mph,30.21in,0.0in,Partly
10/07/2016,15:40,BRONX,73F,55F,53%,NE,10mph,0mph,30.21in,0.0in,Partly
10/07/2016,12:15,BRONX,69F,54F,58%,NE,9mph,0mph,30.26in,0.0in,Fair
10/06/2016,0:00,BRONX,64F,55F,72%,CALM,0mph,0mph,30.29in,0.0in,Fair
10/06/2016,10:15,BRONX,64F,54F,70%,VAR,5mph,0mph,30.30in,0.0in,Fair
10/06/2016,7:05,BRONX,60F,55F,83%,NNE,3mph,0mph,30.28in,0.0in,Fair
10/06/2016,8:00,BRONX,61F,55F,81%,N,5mph,0mph,30.29in,0.0in,Fair
10/06/2016,8:40,BRONX,61F,55F,81%,N,5mph,0mph,30.29in,0.0in,Fair
10/06/2016,14:55,BRONX,71F,52F,51%,VAR,5mph,0mph,30.26in,0.0in,Fair
10/06/2016,10:30,BRONX,64F,54F,70%,VAR,5mph,0mph,30.30in,0.0in,Fair
10/06/2016,7:40,BRONX,60F,55F,83%,NNE,3mph,0mph,30.28in,0.0in,Fair
10/06/2016,16:35,BRONX,74F,46F,37%,NE,5mph,0mph,30.24in,0.0in,Fair
10/06/2016,15:50,BRONX,73F,46F,38%,NNE,5mph,0mph,30.24in,0.0in,Fair
10/06/2016,15:58,BRONX,73F,46F,38%,NNE,5mph,0mph,30.24in,0.0in,Fair
10/06/2016,10:00,BRONX,64F,54F,70%,VAR,5mph,0mph,30.30in,0.0in,Fair
10/06/2016,20:50,BRONX,65F,56F,73%,S,10mph,0mph,30.27in,0.0in,Fair
10/06/2016,9:00,BRONX,62F,55F,78%,NE,6mph,0mph,30.30in,0.0in,Fair
10/06/2016,21:00,BRONX,65F,56F,73%,S,5mph,0mph,30.28in,0.0in,Fair
10/06/2016,13:07,BRONX,69F,54F,58%,VAR,5mph,0mph,30.28in,0.0in,Fair
10/06/2016,15:30,BRONX,73F,46F,38%,NNE,5mph,0mph,30.24in,0.0in,Fair
10/06/2016,8:59,BRONX,61F,55F,81%,N,5mph,0mph,30.29in,0.0in,Fair
10/06/2016,8:55,BRONX,61F,55F,81%,N,5mph,0mph,30.29in,0.0in,Fair
10/06/2016,13:00,BRONX,69F,54F,58%,VAR,5mph,0mph,30.28in,0.0in,Fair
10/06/2016,12:00,BRONX,68F,53F,59%,E,3mph,0mph,30.29in,0.0in,Fair
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
10/06/2016,8:30,BRONX,61F,55F,81%,N,5mph,0mph,30.29in,0.0in,Fair
10/06/2016,16:28,BRONX,74F,46F,37%,NE,5mph,0mph,30.24in,0.0in,Fair
10/06/2016,19:30,BRONX,66F,55F,68%,S,9mph,0mph,30.26in,0.0in,Fair
10/06/2016,0:00,BRONX,64F,55F,72%,CALM,0mph,0mph,30.29in,0.0in,Fair
10/06/2016,15:30,BRONX,73F,46F,38%,NNE,5mph,0mph,30.24in,0.0in,Fair
10/06/2016,0:00,BRONX,64F,55F,72%,CALM,0mph,0mph,30.29in,0.0in,Fair
10/06/2016,15:30,BRONX,73F,46F,38%,NNE,5mph,0mph,30.24in,0.0in,Fair
10/06/2016,11:50,BRONX,66F,54F,65%,NE,5mph,0mph,30.30in,0.0in,Fair
10/06/2016,0:00,BRONX,64F,55F,72%,CALM,0mph,0mph,30.29in,0.0in,Fair
10/06/2016,11:36,BRONX,66F,54F,65%,NE,5mph,0mph,30.30in,0.0in,Fair
10/06/2016,13:30,BRONX,69F,54F,58%,VAR,5mph,0mph,30.28in,0.0in,Fair
10/06/2016,12:20,BRONX,68F,53F,59%,E,3mph,0mph,30.29in,0.0in,Fair
10/06/2016,23:00,BRONX,64F,55F,72%,CALM,0mph,0mph,30.29in,0.0in,Fair
10/06/2016,21:00,BRONX,65F,56F,73%,S,5mph,0mph,30.28in,0.0in,Fair
10/06/2016,9:40,BRONX,62F,55F,78%,NE,6mph,0mph,30.30in,0.0in,Fair
10/06/2016,0:00,BRONX,64F,55F,72%,CALM,0mph,0mph,30.29in,0.0in,Fair
10/06/2016,12:50,BRONX,68F,53F,59%,E,3mph,0mph,30.29in,0.0in,Fair
10/05/2016,7:40,BRONX,56F,46F,69%,NNE,10mph,0mph,30.31in,0.0in,Fair
10/05/2016,6:15,BRONX,57F,47F,69%,NNE,9mph,0mph,30.31in,0.0in,Fair
10/05/2016,15:00,BRONX,63F,51F,65%,NE,15mph,0mph,30.32in,0.0in,Fair
10/05/2016,8:30,BRONX,55F,45F,69%,NNE,8mph,0mph,30.32in,0.0in,Fair
10/05/2016,15:00,BRONX,63F,51F,65%,NE,15mph,0mph,30.32in,0.0in,Fair
10/05/2016,14:45,BRONX,62F,50F,65%,NE,14mph,0mph,30.33in,0.0in,Partly
10/05/2016,16:35,BRONX,64F,51F,63%,ENE,14mph,0mph,30.30in,0.0in,Fair
10/05/2016,6:50,BRONX,57F,47F,69%,NNE,9mph,0mph,30.31in,0.0in,Fair
10/05/2016,5:15,BRONX,58F,48F,70%,N,7mph,0mph,30.30in,0.0in,Fair
10/05/2016,8:05,BRONX,55F,45F,69%,NNE,8mph,0mph,30.32in,0.0in,Fair
10/05/2016,0:00,BRONX,62F,53F,72%,SE,5mph,0mph,30.27in,0.0in,Fair
10/05/2016,11:45,BRONX,57F,47F,69%,NE,10mph,0mph,30.35in,0.0in,Mostly
10/05/2016,12:30,BRONX,58F,49F,72%,NNE,10mph,0mph,30.35in,0.0in,Mostly
10/05/2016,14:00,BRONX,62F,50F,65%,NE,14mph,0mph,30.33in,0.0in,Partly
10/05/2016,7:00,BRONX,56F,46F,69%,NNE,10mph,0mph,30.31in,0.0in,Fair
10/05/2016,17:10,BRONX,66F,48F,52%,ENE,12mph,0mph,30.28in,0.0in,Fair
10/05/2016,8:40,BRONX,55F,45F,69%,NNE,8mph,0mph,30.32in,0.0in,Fair
10/05/2016,0:00,BRONX,62F,53F,72%,SE,5mph,0mph,30.27in,0.0in,Fair
10/05/2016,20:00,BRONX,68F,48F,49%,NE,10mph,0mph,30.24in,0.0in,Fair
10/05/2016,17:40,BRONX,66F,48F,52%,ENE,12mph,0mph,30.28in,0.0in,Fair
10/05/2016,13:00,BRONX,60F,49F,67%,ENE,14mph,0mph,30.34in,0.0in,Mostly
10/05/2016,18:20,BRONX,67F,49F,52%,E,12mph,0mph,30.27in,0.0in,Fair
10/05/2016,15:15,BRONX,63F,51F,65%,NE,15mph,0mph,30.32in,0.0in,Fair
10/05/2016,0:00,BRONX,62F,53F,72%,SE,5mph,0mph,30.27in,0.0in,Fair
10/05/2016,15:02,BRONX,63F,51F,65%,NE,15mph,0mph,30.32in,0.0in,Fair
10/05/2016,16:00,BRONX,64F,51F,63%,ENE,14mph,0mph,30.30in,0.0in,Fair
10/05/2016,16:50,BRONX,64F,51F,63%,ENE,14mph,0mph,30.30in,0.0in,Fair
10/05/2016,13:00,BRONX,60F,49F,67%,ENE,14mph,0mph,30.34in,0.0in,Mostly
10/05/2016,16:05,BRONX,64F,51F,63%,ENE,14mph,0mph,30.30in,0.0in,Fair
10/05/2016,16:48,BRONX,64F,51F,63%,ENE,14mph,0mph,30.30in,0.0in,Fair
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
10/05/2016,9:00,BRONX,55F,45F,69%,NNE,10mph,0mph,30.33in,0.0in,Partly
10/05/2016,20:10,BRONX,68F,48F,49%,NE,10mph,0mph,30.24in,0.0in,Fair
10/05/2016,12:00,BRONX,58F,49F,72%,NNE,10mph,0mph,30.35in,0.0in,Mostly
10/05/2016,14:10,BRONX,62F,50F,65%,NE,14mph,0mph,30.33in,0.0in,Partly
10/05/2016,0:00,BRONX,62F,53F,72%,SE,5mph,0mph,30.27in,0.0in,Fair
10/04/2016,16:00,BRONX,66F,54F,65%,NE,17mph,0mph,30.28in,0.0in,Cloudy
10/04/2016,11:12,BRONX,62F,57F,84%,NE,14mph,0mph,30.22in,0.0in,Cloudy
10/04/2016,12:30,BRONX,63F,57F,81%,NE,16mph,0mph,30.22in,0.0in,Cloudy
10/04/2016,14:30,BRONX,64F,55F,72%,NE,16mph,0mph,30.26in,0.0in,Cloudy
10/04/2016,17:00,BRONX,66F,52F,60%,NE,16mph,0mph,30.29in,0.0in,Mostly
10/04/2016,17:45,BRONX,66F,52F,60%,NE,16mph,0mph,30.29in,0.0in,Mostly
10/04/2016,0:00,BRONX,63F,55F,75%,NE,14mph,0mph,30.30in,0.0in,Mostly
10/04/2016,6:40,BRONX,64F,58F,80%,E,13mph,0mph,30.17in,0.0in,Cloudy
10/04/2016,8:25,BRONX,63F,58F,84%,ENE,16mph,0mph,30.19in,0.0in,Cloudy
10/04/2016,22:51,BRONX,70F,54F,57%,NE,12mph,0mph,30.24in,0.0in,Partly
10/04/2016,21:50,BRONX,68F,53F,59%,ENE,14mph,0mph,30.26in,0.0in,Cloudy
10/04/2016,17:18,BRONX,66F,52F,60%,NE,16mph,0mph,30.29in,0.0in,Mostly
10/04/2016,22:09,BRONX,70F,54F,57%,NE,12mph,0mph,30.24in,0.0in,Partly
10/04/2016,13:45,BRONX,62F,55F,78%,NNE,13mph,0mph,30.24in,0.0in,Cloudy
10/04/2016,21:35,BRONX,68F,53F,59%,ENE,14mph,0mph,30.26in,0.0in,Cloudy
10/04/2016,18:07,BRONX,66F,52F,60%,NE,17mph,0mph,30.28in,0.0in,Mostly
10/04/2016,22:30,BRONX,70F,54F,57%,NE,12mph,0mph,30.24in,0.0in,Partly
10/04/2016,10:50,BRONX,64F,58F,80%,ENE,16mph,0mph,30.20in,0.0in,Cloudy
10/04/2016,6:45,BRONX,64F,58F,80%,E,13mph,0mph,30.17in,0.0in,Cloudy
10/04/2016,6:00,BRONX,64F,58F,80%,E,13mph,0mph,30.17in,0.0in,Cloudy
10/04/2016,0:00,BRONX,63F,55F,75%,NE,14mph,0mph,30.30in,0.0in,Mostly
10/04/2016,14:05,BRONX,64F,55F,72%,NE,16mph,0mph,30.26in,0.0in,Cloudy
10/04/2016,8:33,BRONX,63F,58F,84%,ENE,16mph,0mph,30.19in,0.0in,Cloudy
10/04/2016,16:57,BRONX,66F,54F,65%,NE,17mph,0mph,30.28in,0.0in,Cloudy
10/04/2016,9:39,BRONX,64F,58F,80%,ENE,17mph,0mph,30.20in,0.0in,Cloudy
10/04/2016,14:45,BRONX,64F,55F,72%,NE,16mph,0mph,30.26in,0.0in,Cloudy
10/04/2016,15:30,BRONX,65F,54F,68%,NE,12mph,0mph,30.27in,0.0in,Cloudy
10/04/2016,16:35,BRONX,66F,54F,65%,NE,17mph,0mph,30.28in,0.0in,Cloudy
10/04/2016,18:40,BRONX,66F,52F,60%,NE,17mph,0mph,30.28in,0.0in,Mostly
10/04/2016,12:00,BRONX,63F,57F,81%,NE,16mph,0mph,30.22in,0.0in,Cloudy
10/04/2016,17:50,BRONX,66F,52F,60%,NE,16mph,0mph,30.29in,0.0in,Mostly
10/04/2016,14:00,BRONX,64F,55F,72%,NE,16mph,0mph,30.26in,0.0in,Cloudy
10/03/2016,19:04,BRONX,70F,57F,64%,ENE,6mph,0mph,30.00in,0.0in,Mostly
10/03/2016,0:15,BRONX,68F,60F,76%,E,3mph,0mph,30.07in,0.0in,Cloudy
10/03/2016,3:25,BRONX,65F,60F,84%,WNW,5mph,0mph,29.99in,0.0in,Cloudy
10/03/2016,3:55,BRONX,65F,60F,84%,WNW,5mph,0mph,29.99in,0.0in,Cloudy
10/03/2016,20:50,BRONX,69F,57F,65%,E,5mph,0mph,30.00in,0.0in,Mostly
10/03/2016,11:30,BRONX,63F,59F,87%,WNW,10mph,0mph,29.97in,0.0in,Mostly
10/03/2016,13:50,BRONX,62F,58F,86%,WNW,7mph,0mph,29.98in,0.0in,Cloudy
10/03/2016,0:00,BRONX,68F,60F,76%,E,3mph,0mph,30.07in,0.0in,Cloudy
10/03/2016,16:50,BRONX,66F,57F,73%,N,3mph,0mph,30.01in,0.0in,Mostly
10/03/2016,19:14,BRONX,70F,57F,64%,ENE,6mph,0mph,30.00in,0.0in,Mostly
10/03/2016,12:44,BRONX,63F,57F,82%,WNW,7mph,0mph,29.98in,0.0in,Cloudy
10/03/2016,21:00,BRONX,72F,57F,59%,NNE,5mph,0mph,29.98in,0.0in,Mostly
10/03/2016,0:00,BRONX,68F,60F,76%,E,3mph,0mph,30.07in,0.0in,Cloudy
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
10/03/2016,0:00,BRONX,68F,60F,76%,E,3mph,0mph,30.07in,0.0in,Cloudy
10/03/2016,11:25,BRONX,63F,59F,87%,WNW,10mph,0mph,29.97in,0.0in,Mostly
10/03/2016,11:30,BRONX,63F,59F,87%,WNW,10mph,0mph,29.97in,0.0in,Mostly
10/03/2016,6:30,BRONX,64F,59F,84%,W,3mph,0mph,29.97in,0.0in,Cloudy
10/03/2016,21:30,BRONX,72F,57F,59%,NNE,5mph,0mph,29.98in,0.0in,Mostly
10/03/2016,6:00,BRONX,64F,59F,84%,W,3mph,0mph,29.97in,0.0in,Cloudy
10/03/2016,16:20,BRONX,66F,57F,73%,N,3mph,0mph,30.01in,0.0in,Mostly
10/03/2016,7:00,BRONX,63F,59F,87%,WSW,3mph,0mph,29.96in,0.0in,Cloudy
10/03/2016,19:00,BRONX,70F,57F,64%,ENE,6mph,0mph,30.00in,0.0in,Mostly
10/03/2016,19:30,BRONX,70F,57F,64%,ENE,6mph,0mph,30.00in,0.0in,Mostly
10/03/2016,16:31,BRONX,66F,57F,73%,N,3mph,0mph,30.01in,0.0in,Mostly
10/03/2016,13:00,BRONX,62F,58F,86%,WNW,7mph,0mph,29.98in,0.0in,Cloudy
10/03/2016,19:10,BRONX,70F,57F,64%,ENE,6mph,0mph,30.00in,0.0in,Mostly
10/03/2016,0:01,BRONX,68F,60F,76%,E,3mph,0mph,30.07in,0.0in,Cloudy
10/03/2016,15:15,BRONX,64F,57F,78%,N,5mph,0mph,30.00in,0.0in,Cloudy
10/03/2016,18:00,BRONX,69F,57F,65%,NE,6mph,0mph,30.00in,0.0in,Mostly
10/03/2016,21:45,BRONX,72F,57F,59%,NNE,5mph,0mph,29.98in,0.0in,Mostly
10/03/2016,19:55,BRONX,70F,57F,64%,ENE,6mph,0mph,30.00in,0.0in,Mostly
10/02/2016,2:57,BRONX,60F,56F,86%,ENE,10mph,0mph,30.12in,0.0in,Light
10/02/2016,11:30,BRONX,58F,54F,87%,N,7mph,0mph,30.09in,0.0in,Light
10/02/2016,20:30,BRONX,63F,58F,84%,NE,7mph,0mph,30.02in,0.0in,Cloudy
10/02/2016,0:00,BRONX,65F,59F,81%,S,5mph,0mph,30.00in,0.0in,Cloudy
10/02/2016,3:00,BRONX,60F,56F,86%,ENE,12mph,0mph,30.11in,0.0in,Light
10/02/2016,0:00,BRONX,65F,59F,81%,S,5mph,0mph,30.00in,0.0in,Cloudy
10/02/2016,0:00,BRONX,65F,59F,81%,S,5mph,0mph,30.00in,0.0in,Cloudy
10/02/2016,4:00,BRONX,59F,55F,88%,N,8mph,0mph,30.11in,0.0in,Light
10/02/2016,15:18,BRONX,60F,56F,86%,NE,8mph,0mph,30.08in,0.0in,Cloudy
10/02/2016,17:00,BRONX,62F,56F,80%,NE,7mph,0mph,30.07in,0.0in,Cloudy
10/02/2016,16:45,BRONX,62F,57F,84%,NNE,6mph,0mph,30.07in,0.0in,Cloudy
10/02/2016,16:40,BRONX,62F,57F,84%,NNE,6mph,0mph,30.07in,0.0in,Cloudy
10/02/2016,0:10,BRONX,65F,59F,81%,S,5mph,0mph,30.00in,0.0in,Cloudy
10/02/2016,5:11,BRONX,59F,55F,87%,N,8mph,0mph,30.11in,0.0in,Light
10/02/2016,11:30,BRONX,58F,54F,87%,N,7mph,0mph,30.09in,0.0in,Light
10/02/2016,18:55,BRONX,62F,57F,84%,NE,6mph,0mph,30.05in,0.0in,Cloudy
10/02/2016,17:30,BRONX,62F,56F,80%,NE,7mph,0mph,30.07in,0.0in,Cloudy
10/01/2016,0:48,BRONX,61F,56F,83%,ENE,20mph,0mph,30.12in,0.0in,Cloudy
10/01/2016,3:30,BRONX,58F,55F,90%,NNE,14mph,0mph,30.21in,0.0in,Cloudy
10/01/2016,19:04,BRONX,63F,57F,81%,NE,15mph,0mph,30.14in,0.0in,Cloudy
10/01/2016,13:20,BRONX,60F,57F,90%,NNE,13mph,0mph,30.20in,0.0in,Cloudy
10/01/2016,18:00,BRONX,64F,57F,78%,NE,16mph,0mph,30.15in,0.0in,Cloudy
10/01/2016,20:00,BRONX,64F,57F,78%,ENE,16mph,0mph,30.13in,0.0in,Cloudy
10/01/2016,6:40,BRONX,57F,55F,94%,NNE,12mph,0mph,30.18in,0.0in,Cloudy
10/01/2016,14:20,BRONX,63F,57F,81%,NE,18mph,0mph,30.19in,0.0in,Cloudy
10/01/2016,10:05,BRONX,58F,55F,90%,NNE,13mph,0mph,30.19in,0.0in,Light
10/01/2016,5:40,BRONX,58F,55F,90%,NNE,15mph,0mph,30.18in,0.0in,Cloudy
10/01/2016,16:00,BRONX,63F,57F,81%,NE,16mph,0mph,30.18in,0.0in,Cloudy
10/01/2016,8:17,BRONX,58F,55F,90%,NNE,12mph,0mph,30.19in,0.0in,Cloudy
10/01/2016,16:45,BRONX,63F,57F,81%,NE,16mph,0mph,30.18in,0.0in,Cloudy
10/01/2016,22:26,BRONX,62F,57F,84%,ENE,14mph,0mph,30.12in,0.0in,Cloudy
10/01/2016,19:30,BRONX,63F,57F,81%,NE,15mph,0mph,30.14in,0.0in,Cloudy
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
10/01/2016,3:45,BRONX,58F,55F,90%,NNE,14mph,0mph,30.21in,0.0in,Cloudy
10/01/2016,16:00,BRONX,63F,57F,81%,NE,16mph,0mph,30.18in,0.0in,Cloudy
10/01/2016,21:35,BRONX,63F,58F,84%,NE,12mph,0mph,30.13in,0.0in,Cloudy
10/01/2016,22:15,BRONX,62F,57F,84%,ENE,14mph,0mph,30.12in,0.0in,Cloudy
10/01/2016,17:45,BRONX,63F,57F,81%,NE,15mph,0mph,30.16in,0.0in,Cloudy
10/01/2016,16:32,BRONX,63F,57F,81%,NE,16mph,0mph,30.18in,0.0in,Cloudy
10/01/2016,14:45,BRONX,63F,57F,81%,NE,18mph,0mph,30.19in,0.0in,Cloudy
10/01/2016,11:30,BRONX,58F,56F,93%,NNE,13mph,0mph,30.20in,0.0in,Light
10/01/2016,21:50,BRONX,63F,58F,84%,NE,12mph,0mph,30.13in,0.0in,Cloudy
10/01/2016,18:44,BRONX,64F,57F,78%,NE,16mph,0mph,30.15in,0.0in,Cloudy
10/01/2016,6:30,BRONX,57F,55F,94%,NNE,12mph,0mph,30.18in,0.0in,Cloudy
10/01/2016,11:06,BRONX,58F,56F,93%,NNE,13mph,0mph,30.20in,0.0in,Light
10/01/2016,4:05,BRONX,59F,55F,87%,NNE,10mph,0mph,30.20in,0.0in,Cloudy
10/01/2016,0:00,BRONX,61F,56F,83%,ENE,20mph,0mph,30.12in,0.0in,Cloudy
10/01/2016,23:00,BRONX,62F,57F,84%,ENE,17mph,0mph,30.12in,0.0in,Cloudy
10/01/2016,13:00,BRONX,60F,57F,90%,NNE,13mph,0mph,30.20in,0.0in,Cloudy
09/30/2016,11:45,BRONX,62F,56F,80%,NE,24mph,35mph,30.28in,0.0in,Light
09/30/2016,16:30,BRONX,62F,57F,84%,NE,24mph,32mph,30.27in,0.0in,Light
09/30/2016,23:15,BRONX,63F,58F,84%,ENE,30mph,36mph,30.23in,0.1in,Rain
09/30/2016,16:00,BRONX,62F,57F,84%,NE,24mph,32mph,30.27in,0.0in,Light
09/30/2016,20:36,BRONX,62F,59F,90%,NE,22mph,28mph,30.25in,0.0in,Rain
09/30/2016,0:00,BRONX,59F,56F,90%,NNE,16mph,0mph,30.22in,0.0in,Light
09/30/2016,14:14,BRONX,62F,57F,84%,ENE,28mph,33mph,30.27in,0.0in,Light
09/30/2016,14:20,BRONX,62F,57F,84%,ENE,28mph,33mph,30.27in,0.0in,Light
09/30/2016,21:00,BRONX,61F,58F,90%,NNE,15mph,23mph,30.24in,0.1in,Light
09/30/2016,3:25,BRONX,61F,54F,78%,NE,26mph,35mph,30.29in,0.0in,Cloudy
09/30/2016,23:15,BRONX,63F,58F,84%,ENE,30mph,36mph,30.23in,0.1in,Rain
09/30/2016,19:00,BRONX,63F,59F,87%,ENE,22mph,30mph,30.26in,0.0in,Light
09/30/2016,13:50,BRONX,62F,56F,80%,NE,24mph,37mph,30.28in,0.0in,Cloudy
09/30/2016,14:55,BRONX,62F,57F,84%,ENE,28mph,33mph,30.27in,0.0in,Light
09/30/2016,20:41,BRONX,62F,59F,90%,NE,22mph,28mph,30.25in,0.0in,Rain
09/30/2016,16:45,BRONX,62F,57F,84%,NE,24mph,32mph,30.27in,0.0in,Light
09/30/2016,3:30,BRONX,61F,54F,78%,NE,26mph,35mph,30.29in,0.0in,Cloudy
09/30/2016,22:20,BRONX,63F,57F,82%,NE,31mph,36mph,30.23in,0.1in,Light
09/30/2016,15:20,BRONX,63F,57F,82%,NE,24mph,32mph,30.27in,0.0in,Light
09/30/2016,20:18,BRONX,62F,59F,90%,NE,22mph,28mph,30.25in,0.0in,Rain
09/30/2016,16:45,BRONX,62F,57F,84%,NE,24mph,32mph,30.27in,0.0in,Light
09/30/2016,19:50,BRONX,63F,59F,87%,ENE,22mph,30mph,30.26in,0.0in,Light
09/30/2016,0:50,BRONX,59F,56F,90%,NNE,16mph,0mph,30.22in,0.0in,Light
09/30/2016,15:15,BRONX,63F,57F,82%,NE,24mph,32mph,30.27in,0.0in,Light
09/30/2016,11:45,BRONX,62F,56F,80%,NE,24mph,35mph,30.28in,0.0in,Light
09/30/2016,14:25,BRONX,62F,57F,84%,ENE,28mph,33mph,30.27in,0.0in,Light
09/30/2016,7:25,BRONX,61F,53F,75%,ENE,31mph,40mph,30.27in,0.0in,Cloudy
09/30/2016,17:30,BRONX,63F,57F,82%,ENE,24mph,30mph,30.27in,0.0in,Rain
09/30/2016,17:00,BRONX,63F,57F,82%,ENE,24mph,30mph,30.27in,0.0in,Rain
09/30/2016,19:50,BRONX,63F,59F,87%,ENE,22mph,30mph,30.26in,0.0in,Light
09/30/2016,7:22,BRONX,61F,53F,75%,ENE,31mph,40mph,30.27in,0.0in,Cloudy
09/30/2016,0:20,BRONX,59F,56F,90%,NNE,16mph,0mph,30.22in,0.0in,Light
09/30/2016,2:50,BRONX,61F,54F,78%,ENE,24mph,0mph,30.31in,0.0in,Cloudy
09/30/2016,13:50,BRONX,62F,56F,80%,NE,24mph,37mph,30.28in,0.0in,Cloudy
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
09/30/2016,12:00,BRONX,62F,57F,84%,ENE,24mph,29mph,30.28in,0.0in,Light
09/30/2016,13:05,BRONX,62F,56F,80%,NE,24mph,37mph,30.28in,0.0in,Cloudy
09/30/2016,18:57,BRONX,62F,58F,86%,ENE,22mph,29mph,30.26in,0.1in,Rain
09/30/2016,22:30,BRONX,63F,57F,82%,NE,31mph,36mph,30.23in,0.1in,Light
09/30/2016,9:30,BRONX,62F,54F,75%,NE,26mph,32mph,30.28in,0.0in,Cloudy
09/30/2016,15:30,BRONX,63F,57F,82%,NE,24mph,32mph,30.27in,0.0in,Light
09/30/2016,15:00,BRONX,63F,57F,82%,NE,24mph,32mph,30.27in,0.0in,Light
09/29/2016,7:30,BRONX,62F,56F,80%,ENE,20mph,32mph,30.25in,0.0in,Cloudy
09/29/2016,8:20,BRONX,62F,56F,80%,ENE,22mph,32mph,30.26in,0.0in,Cloudy
09/29/2016,13:15,BRONX,63F,54F,72%,ENE,17mph,0mph,30.33in,0.0in,Cloudy
09/29/2016,6:29,BRONX,62F,56F,80%,ENE,26mph,33mph,30.24in,0.0in,Cloudy
09/29/2016,17:20,BRONX,65F,53F,65%,ENE,18mph,0mph,30.34in,0.0in,Cloudy
09/29/2016,19:45,BRONX,67F,52F,59%,E,21mph,0mph,30.32in,0.0in,Cloudy
09/29/2016,9:00,BRONX,62F,55F,78%,ENE,24mph,31mph,30.28in,0.0in,Cloudy
09/29/2016,21:55,BRONX,66F,52F,60%,E,17mph,0mph,30.32in,0.0in,Cloudy
09/29/2016,7:00,BRONX,62F,56F,80%,ENE,20mph,32mph,30.25in,0.0in,Cloudy
09/29/2016,13:30,BRONX,63F,54F,72%,ENE,17mph,0mph,30.33in,0.0in,Cloudy
09/29/2016,11:35,BRONX,62F,54F,75%,ENE,26mph,33mph,30.30in,0.0in,Cloudy
09/29/2016,0:00,BRONX,64F,54F,70%,ENE,25mph,33mph,30.34in,0.0in,Light
09/29/2016,9:53,BRONX,62F,55F,78%,ENE,24mph,31mph,30.28in,0.0in,Cloudy
09/29/2016,0:00,BRONX,64F,54F,70%,ENE,25mph,33mph,30.34in,0.0in,Light
09/29/2016,14:30,BRONX,64F,54F,70%,ENE,18mph,26mph,30.34in,0.0in,Cloudy
09/29/2016,0:55,BRONX,64F,54F,70%,ENE,25mph,33mph,30.34in,0.0in,Light
09/29/2016,0:45,BRONX,64F,54F,70%,ENE,25mph,33mph,30.34in,0.0in,Light
09/29/2016,14:50,BRONX,64F,54F,70%,ENE,18mph,26mph,30.34in,0.0in,Cloudy
09/29/2016,19:10,BRONX,67F,52F,59%,E,21mph,0mph,30.32in,0.0in,Cloudy
09/29/2016,8:41,BRONX,62F,56F,80%,ENE,22mph,32mph,30.26in,0.0in,Cloudy
09/29/2016,13:00,BRONX,63F,54F,72%,ENE,17mph,0mph,30.33in,0.0in,Cloudy
09/29/2016,11:40,BRONX,62F,54F,75%,ENE,26mph,33mph,30.30in,0.0in,Cloudy
09/29/2016,17:50,BRONX,65F,53F,65%,ENE,18mph,0mph,30.34in,0.0in,Cloudy
09/29/2016,10:30,BRONX,63F,55F,75%,ENE,22mph,31mph,30.28in,0.0in,Cloudy
09/29/2016,18:08,BRONX,65F,52F,63%,E,20mph,0mph,30.34in,0.0in,Cloudy
09/28/2016,19:15,BRONX,69F,59F,70%,NE,18mph,0mph,30.09in,0.0in,Cloudy
09/28/2016,13:53,BRONX,66F,63F,88%,NE,15mph,0mph,30.05in,0.0in,Mostly
09/28/2016,6:40,BRONX,65F,61F,87%,NNE,5mph,0mph,30.00in,0.0in,Mostly
09/28/2016,15:00,BRONX,67F,61F,81%,NE,17mph,0mph,30.08in,0.0in,Mostly
09/28/2016,19:17,BRONX,69F,59F,70%,NE,18mph,0mph,30.09in,0.0in,Cloudy
09/28/2016,18:00,BRONX,70F,59F,68%,ENE,20mph,0mph,30.09in,0.0in,Cloudy
09/28/2016,16:50,BRONX,70F,59F,68%,ENE,21mph,26mph,30.08in,0.0in,Mostly
09/28/2016,0:00,BRONX,61F,56F,83%,NE,23mph,30mph,30.23in,0.0in,Light
09/28/2016,9:20,BRONX,64F,60F,87%,NNE,8mph,0mph,30.02in,0.0in,Partly
09/28/2016,19:50,BRONX,69F,59F,70%,NE,18mph,0mph,30.09in,0.0in,Cloudy
09/28/2016,4:00,BRONX,65F,61F,87%,NE,5mph,0mph,29.99in,0.0in,Mostly
09/28/2016,7:45,BRONX,64F,59F,84%,NNE,7mph,0mph,30.00in,0.0in,Partly
